id,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
4490,CERTIFIED,"VOGT POWER INTERNATIONAL, INC.",MARKETING MANAGERS,LEAD ACCOUNT MANAGER,Y,112445,2016,"LOUISVILLE, KENTUCKY",-85.7584557,38.2526647
4491,CERTIFIED,AXON VIBE INC.,MARKETING MANAGERS,INTERNATIONAL BUSINESS DEVELOPMENT MANAGER,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4492,CERTIFIED,"SONIC FOUNDRY, INC.",MARKETING MANAGERS,VICE PRESIDENT OF BUSINESS DEVELOPMENT,Y,124883,2016,"MADISON, WISCONSIN",-89.4012302,43.0730517
4493,CERTIFIED,MERIDIAN AMERICA,MARKETING MANAGERS,MARKETING MANAGER,Y,76045,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
4494,CERTIFIED-WITHDRAWN,"BEDABOX, LLC",MARKETING MANAGERS,MARKETING MANAGER,N,68994,2016,"DEERFIELD BEACH, FLORIDA",-80.0997657,26.3184123
4495,CERTIFIED,RSR UNLIMITED INC.,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,N,69867,2016,"BRECKSVILLE, OHIO",-81.6267904,41.3197763
4496,CERTIFIED,"EMERSON CLIMATE TECHNOLOGIES, INC.",MARKETING MANAGERS,DIGITAL MARKETING MANAGER,N,55700,2016,"SUNRISE, FLORIDA",-80.256595,26.1669711
4497,CERTIFIED,"AMERICAN INDUSTRIAL PLASTICS, LLC",MARKETING MANAGERS,MARKETING MANAGER,Y,74464,2016,"DAYTONA BEACH, FLORIDA",-81.0228331,29.2108147
4498,CERTIFIED,"P2F HOLDINGS, LLC",MARKETING MANAGERS,ASSISTANT MARKETING MANAGER,Y,76044.8,2016,"SEAL BEACH, CALIFORNIA",-118.1047866,33.7414064
4499,CERTIFIED,RSR UNLIMITED INC.,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,N,69867,2016,"BRECKSVILLE, OHIO",-81.6267904,41.3197763
4500,WITHDRAWN,VEXATA INC.,MARKETING MANAGERS,SENIOR TECHNICAL MARKETING MANAGER,Y,155542,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
4501,CERTIFIED-WITHDRAWN,"US FOODS, INC.",MARKETING MANAGERS,SR. DIRECTOR - PRODUCT DEVELOPMENT,Y,150259,2016,"ROSEMONT, ILLINOIS",-87.8721602,41.9867507
4502,CERTIFIED,"RICHTEK USA, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,143146,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
4503,CERTIFIED,"AIRBUS AMERICAS, INC.",MARKETING MANAGERS,COMMERCIAL OPERATIONS MANAGER,Y,81890,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
4504,CERTIFIED,"GENENTECH, INC.",MARKETING MANAGERS,"MANAGER, ALLIANCE MANAGEMENT",Y,110074,2016,"SOUTH SAN FRANCISCO, CALIFORNIA",-122.4077498,37.654656
4505,CERTIFIED,"MEFORO (USA), INC.",MARKETING MANAGERS,HEAD OF CLIENT DEVELOPMENT,Y,179733,2016,"BRISBANE, CALIFORNIA",-122.3999715,37.6807661
4506,CERTIFIED,MEMORY PROTECTION DEVICES INC,MARKETING MANAGERS,INTERNATIONAL MARKETING MANAGER,Y,128045,2016,"FARMINGDALE, NEW YORK",-73.4454009,40.7325997
4507,CERTIFIED,"ACCUWEATHER, INC.",MARKETING MANAGERS,PRODUCT MANAGER,N,66269,2016,"STATE COLLEGE, PENNSYLVANIA",-77.8600012,40.7933949
4508,DENIED,306 WEST 48TH MANHATTAN LP,MARKETING MANAGERS,MARKETING MANAGER,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4509,CERTIFIED,MAKKAH TOURS & TRAVEL,MARKETING MANAGERS,MARKETING MANAGER,N,69617.6,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
4510,CERTIFIED,EJANGAR INC,MARKETING MANAGERS,BUSINESS DIRECTOR,Y,76044.8,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
4511,CERTIFIED,"AMERICAN INDUSTRIAL PLASTICS, LLC",MARKETING MANAGERS,MARKETING MANAGER,Y,74464,2016,"DAYTONA BEACH, FLORIDA",-81.0228331,29.2108147
4512,CERTIFIED,"STEMEDICA CELL TECHNOLOGIES, INC.",MARKETING MANAGERS,"DIRECTOR, EASTERN EUROPEAN MARKETING",Y,145850,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
4513,CERTIFIED,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,MARKETING MANAGERS,DIRECTOR - DIGITAL ANALYTICS,Y,136510,2016,"BLOOMINGTON, ILLINOIS",-88.9936873,40.4842027
4514,CERTIFIED,SISTINA INC,MARKETING MANAGERS,PROJECT DIRECTOR,Y,123198.4,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
4515,DENIED,"ACX PACIFIC NORTHWEST, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,83158.4,2016,"WILMINGTON, CALIFORNIA",-118.2643567,33.7857948
4516,CERTIFIED,"WORKFORCE SOFTWARE, LLC",MARKETING MANAGERS,PRODUCT MARKETING DIRECTOR,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4517,CERTIFIED,APP ANNIE INC.,MARKETING MANAGERS,SR. MOBILE PRODUCT MANAGER,Y,144893,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
4518,CERTIFIED,DIAMONDS UNLIMITED INC.,MARKETING MANAGERS,MARKETING MANAGER,Y,110073.6,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
4519,DENIED,"PAVE, INC.",MARKETING MANAGERS,HEAD OF GROWTH,Y,144123,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4520,CERTIFIED,"VERISIGN, INC.",MARKETING MANAGERS,CORPORATE STRATEGY MANAGER,Y,92955,2016,"RESTON, VIRGINIA",-77.3570028,38.9586307
4521,CERTIFIED,"NOVARTIS LATIN AMERICA, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT & LICENSING PORTFOLIO MANAGER,N,55182,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
4522,CERTIFIED,"SECOPSA USA, LLC",MARKETING MANAGERS,MARKETING MANAGER,N,59488,2016,"SAN ANTONIO, TEXAS",-98.4936282,29.4241219
4523,CERTIFIED,"AURORA NETWORKS, INC.",MARKETING MANAGERS,NODE PRODUCT MANAGER,Y,140332,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
4524,CERTIFIED-WITHDRAWN,SOUTH EASTERN GROCERS LLC,MARKETING MANAGERS,SENIOR DIRECTOR TRADE PLANNING,Y,144352,2016,"JACKSONVILLE, FLORIDA",-81.655651,30.3321838
4525,CERTIFIED-WITHDRAWN,SOUTH EASTERN GROCERS LLC,MARKETING MANAGERS,"VICE PRESIDENT, STORE MARKETING",Y,144352,2016,"JACKSONVILLE, FLORIDA",-81.655651,30.3321838
4526,CERTIFIED,MK INDUSTRIES LLC,MARKETING MANAGERS,MARKETING DIRECTOR,Y,82430.4,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
4527,CERTIFIED,"PAYPAL, INC.",MARKETING MANAGERS,DATABASE MARKETING SPECIALIST,Y,123198,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
4528,CERTIFIED,"D.P. JEWELRY WHOLESALE, INC",MARKETING MANAGERS,VP BUSINESS DEVELOPMENT & STRATEGIC PLANNING,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4529,CERTIFIED,"UNIVOX GROUP, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,84302.4,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
4530,CERTIFIED,"FINE HOSPITALITY GROUP, LLC",MARKETING MANAGERS,DIRECTOR OF MARKETING,Y,76045,2016,"BREA, CALIFORNIA",-117.9000604,33.9166805
4531,CERTIFIED,NEW YORK MART GROUP INC.,MARKETING MANAGERS,"DIRECTOR, BUSINESS DEVELOPMENT",Y,108492.8,2016,"LONG ISLAND CITY, NEW YORK",-73.9485424,40.744679
4532,CERTIFIED,NIIT TECHNOLOGIES INC.,MARKETING MANAGERS,SENIOR DIRECTOR - BUSINESS DEVELOPMENT,Y,133931,2016,"MONMOUTH JUNCTION, NEW JERSEY",-74.5465436,40.3789957
4533,CERTIFIED,TEILEN SYSTEM WALLS LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,N,68993.6,2016,"MIRAMAR, FLORIDA",-80.3035602,25.9860762
4534,CERTIFIED,"TYCO FIRE PRODUCTS, LP",MARKETING MANAGERS,"GLOBAL PRODUCT MANAGER, FIRE SPRINKLERS",Y,101462,2016,"LANSDALE, PENNSYLVANIA",-75.2837862,40.2414952
4535,CERTIFIED,"UNIVERSAL INSURANCE SOLUTIONS, LLC",MARKETING MANAGERS,MARKETING MANAGER,Y,82430.4,2016,"DOUGLASVILLE, GEORGIA",NA,NA
4536,CERTIFIED,"KIMBERLY-CLARK CLOBAL SALES, LLC",MARKETING MANAGERS,ASSOCIATE BRAND MANAGER,N,63398,2016,"NEENAH, WISCONSIN",-88.462609,44.1858193
4537,CERTIFIED,BWT PHARMA & BIOTECH INC.,MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,Y,188136,2016,"MARLBOROUGH, MASSACHUSETTS",-71.5522874,42.3459271
4538,CERTIFIED,PYRO ART SOLUTIONS LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,101462.4,2016,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
4539,CERTIFIED,"KIMBERLY-CLARK GLOBAL SALES, LLC",MARKETING MANAGERS,ASSOCIATE BRAND MANAGER,N,63398,2016,"NEENAH, WISCONSIN",-88.462609,44.1858193
4540,CERTIFIED,SENECA GAMING CORPORATION,MARKETING MANAGERS,DIRECTOR OF INTERACTIVE MARKETING,Y,99757,2016,"NIAGARA FALLS, NEW YORK",-79.0377388,43.0962143
4541,CERTIFIED,"STAPLES, INC.",MARKETING MANAGERS,"MANAGER, OMNI-CHANNEL AND COPY & PRINT (CP) ANALYTICS",Y,99133,2016,"FRAMINGHAM, MASSACHUSETTS",-71.4161565,42.279286
4542,CERTIFIED,"NOVARTIS LATIN AMERICA SERVICES, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT & LICENSING PORTFOLIO MANAGER,N,55182,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
4543,CERTIFIED,STYLESTALKER USA LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,143458,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
4544,CERTIFIED,"SUTHERLAND GLOBAL SERVICES, INC.",MARKETING MANAGERS,SENIOR MANAGER--INNOVATION LABS,Y,83470,2016,"CAMBRIDGE, MASSACHUSETTS",-71.1097335,42.3736158
4545,CERTIFIED,"QUANTUM SECURE, INC.",MARKETING MANAGER,PRODUCT MANAGER,Y,123198,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
4546,CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,TECHNICAL BUSINESS DEVELOPER II,Y,115565,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
4547,CERTIFIED,"FORMOSA INTERACTIVE, LLC",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,81078,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
4548,CERTIFIED,CRITICAL ISSUE INC,MARKETING MANAGERS,MARKETING MANAGER,Y,110073.6,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
4549,CERTIFIED,CRITICAL ISSUE INC,MARKETING MANAGERS,MARKETING MANAGER,Y,110074,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
4550,CERTIFIED,"HELPFUL ALLIANCE COMAPNY, INC",MARKETING MANAGERS,MARKETING MANAGER,N,68993.6,2016,"DEERFIELD BEACH, FLORIDA",-80.0997657,26.3184123
4551,CERTIFIED,DATAFI LLC,MARKETING MANAGERS,PRODUCT AND MARKETING STRATEGIST,Y,74298,2016,"NASHVILLE, TENNESSEE",-86.7816016,36.1626638
4552,DENIED,SUPERIOR TIRE AND RUBBER CORP.,MARKETING MANAGERS,"DIRECTOR, OEM BUSINESS AND CORPORATE MARKETING",Y,129900,2016,"WARREN, PENNSYLVANIA",NA,NA
4553,CERTIFIED,"JOHNSON & JOHNSON CONSUMER, INC.",MARKETING MANAGERS,CONSUMER INSIGHTS (QUANTITATIVE RESEARCH) MANAGER 1,Y,144893,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
4554,CERTIFIED,ASKMETENNIS LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT SPECIALIST,N,55182,2016,"NORTH MIAMI, FLORIDA",-80.1867138,25.8900949
4555,CERTIFIED,NIIT TECHNOLOGIES LIMITED,MARKETING MANAGERS,SENIOR BUSINESS DEVELOPMENT MANAGER,Y,91853,2016,"SCOTTSDALE, ARIZONA",-111.9260519,33.4941704
4556,CERTIFIED,"VIEWSPACE TECHNOLOGIES, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,123198,2016,"LOS GATOS, CALIFORNIA",-121.9623751,37.2358078
4557,CERTIFIED,"YAHOO, INC.",MARKETING MANAGERS,"ASSOCIATE PROGRAM, PRODUCT MANAGER IV",Y,122509,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
4558,CERTIFIED,"ADDFORCE, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,101795.2,2016,"CONCORD, CALIFORNIA",-122.0310733,37.9779776
4559,CERTIFIED,"VITA-RITE, LLC.",MARKETING MANAGERS,MARKETING MANAGER,N,61963,2016,"AVON, NEW YORK",NA,NA
4560,CERTIFIED,INSTRUMENTATION LABORATORY COMPANY,MARKETING MANAGERS,PRODUCT MANAGER,Y,111862,2016,"BEDFORD, MASSACHUSETTS",-71.2760089,42.4906231
4561,DENIED,306 WEST 48TH MANHATTAN LP,MARKETING MANAGERS,MARKETING MANAGER,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4562,CERTIFIED,CONMETA INC,MARKETING MANAGERS,CONTRACT ADMINISTRATOR,Y,108493,2016,"PARAMUS, NEW JERSEY",-74.0754189,40.9445428
4563,CERTIFIED,"RICHTEK USA, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,143146,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
4564,CERTIFIED,CKA HOSPITALITY GROUP,MARKETING MANAGERS,MARKETING MANAGER,Y,81078.4,2016,"HAWTHORNE, CALIFORNIA",-118.3525748,33.9164032
4565,CERTIFIED,"KIMBERLY-CLARK GLOBAL SALES, LLC",MARKETING MANAGERS,ASSOCIATE BRAND MANAGER,N,63398,2016,"NEENAH, WISCONSIN",-88.462609,44.1858193
4566,CERTIFIED,"ADDFORCE, INC.",MARKETING MANAGERS,PROJECT DIRECTOR,Y,101795.2,2016,"CONCORD, CALIFORNIA",-122.0310733,37.9779776
4567,CERTIFIED,CRITICAL ISSUE INC,MARKETING MANAGERS,MARKETING MANAGER,Y,110073.6,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
4568,CERTIFIED,T. E. H. MANAGEMENT LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,113152,2016,"READING, PENNSYLVANIA",-75.9268747,40.3356483
4569,CERTIFIED,APP ANNIE INC.,MARKETING MANAGERS,"DIRECTOR, PRODUCT MARKETING",Y,144893,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
4570,DENIED,"VSA DESIGNS, INC.",MARKETING MANAGERS,FASHION MARKETING MANAGER,Y,81078.4,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
4571,CERTIFIED,UNITY TECHNOLOGIES SF,MARKETING MANAGERS,GLOBAL EDUCATION STRATEGIC RESEARCH LEAD,Y,144893,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
4572,CERTIFIED-WITHDRAWN,"GLOBIWEST INTERNATIONAL MANAGEMENT AND SERVICES, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,81078.4,2016,"ARTESIA, CALIFORNIA",-118.0831212,33.8658484
4573,CERTIFIED,TECHNOSOFT CORPORATION,MARKETING MANAGERS,PRODUCT MANAGER,Y,110075,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
4574,CERTIFIED,"KAMINARIO, INC.",MARKETING MANAGERS,SENIOR PRODUCT MARKETING MANAGER,Y,168667,2016,"NEEDHAM, MASSACHUSETTS",-71.2377548,42.2809285
4575,CERTIFIED,INTEL AMERICA'S,MARKETING MANAGERS,SOFTWARE  SALES ACCOUNT REP,Y,118643,2016,"PLANO, TEXAS",-96.6988856,33.0198431
4576,CERTIFIED,"NEW ERA CAP CO., INC.",MARKETING MANAGERS,CHIEF CREATIVE OFFICER,Y,155293,2016,"BUFFALO, NEW YORK",-78.8783689,42.8864468
4577,CERTIFIED,"AMERICAN PASSPORT & VISA INTERNATIONAL, INC.",MARKETING MANAGERS,MARKETING MANAGER - GLOBAL EMBASSY RELATIONS,Y,92955.2,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
4578,CERTIFIED,SOFTMARKETING CORPORATION,MARKETING MANAGERS,MARKETING MANAGER,N,55182,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
4579,CERTIFIED,MATTEL SALES CORPORATION,MARKETING MANAGERS,"MANAGER, STRATEGIC DEVELOPMENT, GLOBAL LICENSING",Y,115200,2016,"EL SEGUNDO, CALIFORNIA",-118.4164652,33.9191799
4580,CERTIFIED,"PAVE, INC.",MARKETING MANAGERS,HEAD OF GROWTH,Y,144123,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4581,CERTIFIED,"CARAT USA, INC.",MARKETING MANAGERS,"GLOBAL CATEGORY LEAD, MONDELEZ",Y,179774,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4582,CERTIFIED,"TDC COMPANIES, INC.",MARKETING MANAGERS,DIRECTOR OF MARKETING,N,67371,2016,"MAUMEE, OHIO",-83.6538244,41.5628294
4583,CERTIFIED,LENOVO (UNITED STATES) INC.,MARKETING MANAGERS,SENIOR SOLUTIONS PRODUCT MANAGER,Y,155542,2016,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
4584,CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,115565,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
4585,CERTIFIED,VIACOM INTERNATIONAL INC.,MARKETING MANAGERS,"MANAGER, INTEGRATED MARKETING",Y,81078,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
4586,DENIED,306 WEST 48TH MANHATTAN LP,MARKETING MANAGERS,MARKETING MANAGER,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4587,DENIED,IMAGE ORTHODONTICS,MARKETING MANAGERS,THE MANAGER OF BUSINESS DEVELOPMENT,N,60000,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
4588,CERTIFIED,ALEXANDER MURRAY AND COMPANY INC,MARKETING MANAGERS,MARKETING MANAGER,Y,81078.4,2016,"CALABASAS, CALIFORNIA",-118.6614809,34.1367208
4589,CERTIFIED,"GREAT AMERICAN POWER, LLC",MARKETING MANAGERS,CHIEF MARKETING OFFICER,Y,109512,2016,"KENNESAW, GEORGIA",-84.6154897,34.0234337
4590,CERTIFIED,"SWIFT BEEF COMPANY, A JBS USA SUBSIDIARY",MARKETING MANAGERS,GLOBAL HEAD OF MARKETING,Y,215405,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4591,CERTIFIED,"GENERAL MILLS, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,93400,2016,"MINNEAPOLIS, MINNESOTA",-93.2650108,44.977753
4592,CERTIFIED,ASKMETENNIS LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT SPECIALIST,N,55182,2016,"NORTH MIAMI, FLORIDA",-80.1867138,25.8900949
4593,CERTIFIED,IMI HYDRONIC ENGINEERING INC.,MARKETING MANAGERS,MARKETING MANAGER,Y,94162,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
4594,CERTIFIED,"PAVE, INC.",MARKETING MANAGERS,HEAD OF GROWTH,Y,144123,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4595,CERTIFIED,"ROCHE SEQUENCING SOLUTIONS, INC.",MARKETING MANAGERS,INTERNATIONAL BUSINESS LEADER,Y,187907,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
4596,CERTIFIED,MUFG FUND SERVICES (USA) LLC,MARKETING MANAGERS,DIRECTOR BUSINESS DEVELOPMENT & SALES,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4597,CERTIFIED,"BEDABOX, LLC",MARKETING MANAGERS,MARKETING MANAGER,N,68994,2016,"POMPANO BEACH, FLORIDA",-80.1247667,26.2378597
4598,WITHDRAWN,DATAFI LLC,MARKETING MANAGERS,PRODUCT AND MARKETING STRATEGIST,Y,74298,2016,"NASHVILLE, TENNESSEE",-86.7816016,36.1626638
4599,CERTIFIED,306 WEST 48TH MANHATTAN LP,MARKETING MANAGERS,MARKETING MANAGER,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4600,CERTIFIED,"VSA DESIGNS, INC.",MARKETING MANAGERS,FASHION MARKETING MANAGER,Y,81078.4,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
4601,CERTIFIED,"GLOBAL TELECOM GROUP, INC.",MARKETING MANAGERS,BUSINESS ANALYST,N,64189,2016,"ASHBURN, VIRGINIA",-77.4874416,39.0437567
4602,WITHDRAWN,306 WEST 48TH MANHATTAN LP,MARKETING MANAGERS,MARKETING MANAGER,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4603,CERTIFIED,SHARP ELECTRONICS CORPORATION,MARKETING MANAGERS,PRODUCT MANAGER,Y,85862,2016,"CAMAS, WASHINGTON",-122.3995363,45.5870631
4604,CERTIFIED,FOCUS IT INC,MARKETING MANAGERS,MARKETING MANAGER,Y,92955,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
4605,DENIED,MOONSHINE SUPPLIERS LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,72238,2016,"GAINESVILLE, FLORIDA",-82.3248262,29.6516344
4606,CERTIFIED,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,MARKETING MANAGERS,DIRECTOR OF BUSINESS DEVELOPMENT,Y,113214,2016,"HAMILTON, NEW JERSEY",-74.6796651,40.2115109
4607,CERTIFIED,HEAT SOFTWARE USA INC.,MARKETING MANAGERS,PRODUCTS PROGRAM MANAGER,Y,123198,2016,"MILPITAS, CALIFORNIA",-121.8995741,37.4323341
4608,CERTIFIED,FEC INC.,MARKETING MANAGERS,DIRECTOR OF PRODUCT DEVELOPMENT,Y,99736,2016,"SHELBY TOWNSHIP, MICHIGAN",-83.0329934,42.670782
4609,CERTIFIED,NIIT TECHNOLOGIES INC.,MARKETING MANAGERS,SENIOR BUSINESS DEVELOPMENT MANAGER,Y,91853,2016,"SCOTTSDALE, ARIZONA",-111.9260519,33.4941704
4610,CERTIFIED,"DROPBOX, INC.",MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,110074,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
4611,WITHDRAWN,306 WEST 48TH MANHATTAN LP,MARKETING MANAGERS,MARKETING MANAGER,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4612,CERTIFIED,ABBVIE INC,MARKETING MANAGERS,AREA HCV DIRECTOR LATIN AMERICA,Y,171142,2016,"NORTH CHICAGO, ILLINOIS",-87.8411818,42.325578
4613,CERTIFIED,"BECTON, DICKINSON AND COMPANY",MARKETING MANAGERS,GLOBAL MARKETING MANAGER,Y,144123,2016,"FRANKLIN LAKES, NEW JERSEY",-74.2057011,41.0167639
4614,CERTIFIED,INTUIT INC.,MARKETING MANAGERS,"MANAGER, GROUP RESEARCH AND ANALYSIS",Y,187907,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
4615,CERTIFIED,"IMPERVA, INC.",MARKETING MANAGERS,SENIOR TECHNICAL MARKETING MANAGER,Y,144893,2016,"REDWOOD SHORES, CALIFORNIA",-122.2455364,37.5364134
4616,CERTIFIED,"COVERWALLET, INC.",MARKETING MANAGERS,PRODUCT VICE PRESIDENT,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4617,CERTIFIED,OREGON STATE UNIVERSITY,MARKETING MANAGERS,DIRECTOR OF COMMUNITY ENGAGEMENT,Y,138611,2016,"WASHINGTON DC, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
4618,CERTIFIED,"JIVA INFOTECH, INC.",MARKETING MANAGERS,VICE PRESIDENT - DELIVERY AND ACCOUNT MANAGEMENT,Y,167627,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
4619,DENIED,HEALTHY HOME ENTERPRISES LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,82430,2016,"ALPHARETTA, GEORGIA",-84.2940899,34.0753762
4620,CERTIFIED,"FCB WORLDWIDE, INC.",MARKETING MANAGERS,STRATEGIC PLANNING DIRECTOR,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4621,CERTIFIED,"NETFLIX, INC.",MARKETING MANAGERS,"MANAGER, PROGRAMMATIC BUYING",Y,155542,2016,"LOS GATOS, CALIFORNIA",-121.9623751,37.2358078
4622,CERTIFIED,DISH NETWORK LLC,MARKETING MANAGERS,SENIOR ASSOCIATE BRAND MANAGER,Y,111634,2016,"ENGLEWOOD, COLORADO",-104.9877597,39.6477653
4623,CERTIFIED,"SULZER PUMPS US, INC.",MARKETING MANAGERS,HEAD OF MARKETING OIL & GAS AMERCIAS,Y,103800,2016,"BROOKSHIRE, TEXAS",-95.9510661,29.7860643
4624,DENIED,IMAGE ORTHODONTICS,MARKETING MANAGERS,THE MANAGER OF BUSINESS DEVELOPMENT,Y,71282,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
4625,CERTIFIED,VASPUJYA SWAMI INC,MARKETING MANAGERS,DIRECTOR MARKETING,Y,72384,2016,"PENSACOLA, FLORIDA",-87.2169149,30.421309
4626,CERTIFIED,MERCER (US) INC.,MARKETING MANAGERS,GLOBAL GO TO MARKET STRATEGY & PMO LEADER,Y,215405,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4627,CERTIFIED,"RISI, INC.",MARKETING MANAGERS,PRICE ASSESSMENT PRODUCT MANAGER,Y,83470,2016,"BEDFORD, MASSACHUSETTS",-71.2760089,42.4906231
4628,CERTIFIED,"JIBO, INC.",MARKETING MANAGERS,INTERNATIONALIZATION PRODUCT MANAGER,Y,111862,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
4629,DENIED,MOONSHINE SUPPLIERS LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,72238,2016,"GAINESVILLE, FLORIDA",-82.3248262,29.6516344
4630,CERTIFIED,"HANOVER DIRECT, INC.",MARKETING MANAGERS,BRAND MANAGER,Y,108493,2016,"WEEHAWKEN, NEW JERSEY",-74.0253715,40.7663711
